RESTAURANTNIT,CLIENTCODE,DATE,CODE PRODUCT
19901,16178,Sat Sep 26 09:12:03 COT 2020,3670
19902,16178,Sat Sep 26 09:12:03 COT 2020,16550
19902,16178,Sat Sep 26 09:12:03 COT 2020,16550
19903,16178,Sat Sep 26 09:12:03 COT 2020,15093
19903,16178,Sat Sep 26 09:12:03 COT 2020,15093
19904,16178,Sat Sep 26 09:12:03 COT 2020,4576
19904,16178,Sat Sep 26 09:12:03 COT 2020,4576
19905,16178,Sat Sep 26 09:12:03 COT 2020,17967
19905,16178,Sat Sep 26 09:12:03 COT 2020,17967
19906,16178,Sat Sep 26 09:12:03 COT 2020,8194
19906,16178,Sat Sep 26 09:12:03 COT 2020,8194
19907,16178,Sat Sep 26 09:12:03 COT 2020,13619
19907,16178,Sat Sep 26 09:12:03 COT 2020,13619
19908,16178,Sat Sep 26 09:12:03 COT 2020,16661
19908,16178,Sat Sep 26 09:12:03 COT 2020,16661
19909,16178,Sat Sep 26 09:12:03 COT 2020,4388
19909,16178,Sat Sep 26 09:12:03 COT 2020,4388
19910,16178,Sat Sep 26 09:12:03 COT 2020,13148
19910,16178,Sat Sep 26 09:12:03 COT 2020,13148
19911,16178,Sat Sep 26 09:12:03 COT 2020,14852
19911,16178,Sat Sep 26 09:12:03 COT 2020,14852
19912,16178,Sat Sep 26 09:12:03 COT 2020,3877
19912,16178,Sat Sep 26 09:12:03 COT 2020,3877
19913,16178,Sat Sep 26 09:12:03 COT 2020,15557
19913,16178,Sat Sep 26 09:12:03 COT 2020,15557
19914,16178,Sat Sep 26 09:12:03 COT 2020,12096
19914,16178,Sat Sep 26 09:12:03 COT 2020,12096
19915,16178,Sat Sep 26 09:12:03 COT 2020,5941
19915,16178,Sat Sep 26 09:12:03 COT 2020,5941
19916,16178,Sat Sep 26 09:12:03 COT 2020,13750
19916,16178,Sat Sep 26 09:12:03 COT 2020,13750
19917,16178,Sat Sep 26 09:12:03 COT 2020,10990
19917,16178,Sat Sep 26 09:12:03 COT 2020,10990
19918,16178,Sat Sep 26 09:12:03 COT 2020,1168
19918,16178,Sat Sep 26 09:12:03 COT 2020,1168
19919,16178,Sat Sep 26 09:12:03 COT 2020,19145
19919,16178,Sat Sep 26 09:12:03 COT 2020,19145
19920,16178,Sat Sep 26 09:12:03 COT 2020,17341
19920,16178,Sat Sep 26 09:12:03 COT 2020,17341
19921,16178,Sat Sep 26 09:12:03 COT 2020,19103
19921,16178,Sat Sep 26 09:12:03 COT 2020,19103
19922,16178,Sat Sep 26 09:12:03 COT 2020,7875
19922,16178,Sat Sep 26 09:12:03 COT 2020,7875
19923,16178,Sat Sep 26 09:12:03 COT 2020,1525
19923,16178,Sat Sep 26 09:12:03 COT 2020,1525
19924,16178,Sat Sep 26 09:12:03 COT 2020,13953
19924,16178,Sat Sep 26 09:12:03 COT 2020,13953
19925,16178,Sat Sep 26 09:12:03 COT 2020,12500
19925,16178,Sat Sep 26 09:12:03 COT 2020,3243
19925,16178,Sat Sep 26 09:12:03 COT 2020,12500
19925,16178,Sat Sep 26 09:12:03 COT 2020,3243
19926,16178,Sat Sep 26 09:12:03 COT 2020,1670
19926,16178,Sat Sep 26 09:12:03 COT 2020,1670
19927,16178,Sat Sep 26 09:12:03 COT 2020,7378
19927,16178,Sat Sep 26 09:12:03 COT 2020,7378
19928,16178,Sat Sep 26 09:12:03 COT 2020,9711
19928,16178,Sat Sep 26 09:12:03 COT 2020,9711
19929,16178,Sat Sep 26 09:12:03 COT 2020,10338
19929,16178,Sat Sep 26 09:12:03 COT 2020,10338
19930,16178,Sat Sep 26 09:12:03 COT 2020,18647
19930,16178,Sat Sep 26 09:12:03 COT 2020,18647
19931,16178,Sat Sep 26 09:12:03 COT 2020,8487
19931,16178,Sat Sep 26 09:12:03 COT 2020,8487
19932,16178,Sat Sep 26 09:12:03 COT 2020,19772
19932,16178,Sat Sep 26 09:12:03 COT 2020,19772
19933,16178,Sat Sep 26 09:12:03 COT 2020,12273
19933,16178,Sat Sep 26 09:12:03 COT 2020,12273
19934,16178,Sat Sep 26 09:12:03 COT 2020,4755
19934,16178,Sat Sep 26 09:12:03 COT 2020,4755
19934,16178,Sat Sep 26 09:12:03 COT 2020,4755
19934,16178,Sat Sep 26 09:12:03 COT 2020,4755
19935,16178,Sat Sep 26 09:12:03 COT 2020,4755
19935,16178,Sat Sep 26 09:12:03 COT 2020,4755
19935,16178,Sat Sep 26 09:12:03 COT 2020,4755
19935,16178,Sat Sep 26 09:12:03 COT 2020,4755
19936,16178,Sat Sep 26 09:12:03 COT 2020,10621
19936,16178,Sat Sep 26 09:12:03 COT 2020,10621
19937,16178,Sat Sep 26 09:12:03 COT 2020,15450
19937,16178,Sat Sep 26 09:12:03 COT 2020,15450
19938,16178,Sat Sep 26 09:12:03 COT 2020,10798
19938,16178,Sat Sep 26 09:12:03 COT 2020,10798
19939,16178,Sat Sep 26 09:12:03 COT 2020,6633
19939,16178,Sat Sep 26 09:12:03 COT 2020,6633
19940,16178,Sat Sep 26 09:12:03 COT 2020,15573
19940,16178,Sat Sep 26 09:12:03 COT 2020,15573
19941,16178,Sat Sep 26 09:12:03 COT 2020,6448
19941,16178,Sat Sep 26 09:12:03 COT 2020,6448
19942,16178,Sat Sep 26 09:12:03 COT 2020,13087
19942,16178,Sat Sep 26 09:12:03 COT 2020,13087
19943,16178,Sat Sep 26 09:12:03 COT 2020,7855
19943,16178,Sat Sep 26 09:12:03 COT 2020,7855
19943,16178,Sat Sep 26 09:12:03 COT 2020,7855
19943,16178,Sat Sep 26 09:12:03 COT 2020,7855
19944,16178,Sat Sep 26 09:12:03 COT 2020,7855
19944,16178,Sat Sep 26 09:12:03 COT 2020,7855
19944,16178,Sat Sep 26 09:12:03 COT 2020,7855
19944,16178,Sat Sep 26 09:12:03 COT 2020,7855
19945,16178,Sat Sep 26 09:12:03 COT 2020,16875
19945,16178,Sat Sep 26 09:12:03 COT 2020,16875
19946,16178,Sat Sep 26 09:12:03 COT 2020,4312
19946,16178,Sat Sep 26 09:12:03 COT 2020,5074
19946,16178,Sat Sep 26 09:12:03 COT 2020,4312
19946,16178,Sat Sep 26 09:12:03 COT 2020,5074
19947,16178,Sat Sep 26 09:12:03 COT 2020,13192
19947,16178,Sat Sep 26 09:12:03 COT 2020,13192
19948,16178,Sat Sep 26 09:12:03 COT 2020,11245
19948,16178,Sat Sep 26 09:12:03 COT 2020,11245
19948,16178,Sat Sep 26 09:12:03 COT 2020,1465
19948,16178,Sat Sep 26 09:12:03 COT 2020,11245
19948,16178,Sat Sep 26 09:12:03 COT 2020,11245
19948,16178,Sat Sep 26 09:12:03 COT 2020,1465
19949,16178,Sat Sep 26 09:12:03 COT 2020,11245
19949,16178,Sat Sep 26 09:12:03 COT 2020,11245
19949,16178,Sat Sep 26 09:12:03 COT 2020,1465
19949,16178,Sat Sep 26 09:12:03 COT 2020,11245
19949,16178,Sat Sep 26 09:12:03 COT 2020,11245
19949,16178,Sat Sep 26 09:12:03 COT 2020,1465
19950,16178,Sat Sep 26 09:12:03 COT 2020,14189
19950,16178,Sat Sep 26 09:12:03 COT 2020,14189
19951,16178,Sat Sep 26 09:12:03 COT 2020,10535
19951,16178,Sat Sep 26 09:12:03 COT 2020,10535
19952,16178,Sat Sep 26 09:12:03 COT 2020,6265
19952,16178,Sat Sep 26 09:12:03 COT 2020,6265
19953,16178,Sat Sep 26 09:12:03 COT 2020,16513
19953,16178,Sat Sep 26 09:12:03 COT 2020,16513
19954,16178,Sat Sep 26 09:12:03 COT 2020,19279
19954,16178,Sat Sep 26 09:12:03 COT 2020,5006
19954,16178,Sat Sep 26 09:12:03 COT 2020,19279
19954,16178,Sat Sep 26 09:12:03 COT 2020,5006
19955,16178,Sat Sep 26 09:12:03 COT 2020,2110
19955,16178,Sat Sep 26 09:12:03 COT 2020,2110
19955,16178,Sat Sep 26 09:12:03 COT 2020,2110
19955,16178,Sat Sep 26 09:12:03 COT 2020,2110
19956,16178,Sat Sep 26 09:12:03 COT 2020,2110
19956,16178,Sat Sep 26 09:12:03 COT 2020,2110
19956,16178,Sat Sep 26 09:12:03 COT 2020,2110
19956,16178,Sat Sep 26 09:12:03 COT 2020,2110
19957,16178,Sat Sep 26 09:12:03 COT 2020,11362
19957,16178,Sat Sep 26 09:12:03 COT 2020,11362
19958,16178,Sat Sep 26 09:12:03 COT 2020,7343
19958,16178,Sat Sep 26 09:12:03 COT 2020,7343
19959,16178,Sat Sep 26 09:12:03 COT 2020,10795
19959,16178,Sat Sep 26 09:12:03 COT 2020,10795
19960,16178,Sat Sep 26 09:12:03 COT 2020,11450
19960,16178,Sat Sep 26 09:12:03 COT 2020,11450
19961,16178,Sat Sep 26 09:12:03 COT 2020,8140
19961,16178,Sat Sep 26 09:12:03 COT 2020,8140
19962,16178,Sat Sep 26 09:12:03 COT 2020,7184
19962,16178,Sat Sep 26 09:12:03 COT 2020,7184
19963,16178,Sat Sep 26 09:12:03 COT 2020,8611
19963,16178,Sat Sep 26 09:12:03 COT 2020,8611
19964,16178,Sat Sep 26 09:12:03 COT 2020,18809
19964,16178,Sat Sep 26 09:12:03 COT 2020,18809
19965,16178,Sat Sep 26 09:12:03 COT 2020,7594
19965,16178,Sat Sep 26 09:12:03 COT 2020,7594
19966,16178,Sat Sep 26 09:12:03 COT 2020,7630
19966,16178,Sat Sep 26 09:12:03 COT 2020,7630
19967,16178,Sat Sep 26 09:12:03 COT 2020,16705
19967,16178,Sat Sep 26 09:12:03 COT 2020,16705
19968,16178,Sat Sep 26 09:12:03 COT 2020,8437
19968,16178,Sat Sep 26 09:12:03 COT 2020,8437
19969,16178,Sat Sep 26 09:12:03 COT 2020,17881
19969,16178,Sat Sep 26 09:12:03 COT 2020,17881
19970,16178,Sat Sep 26 09:12:03 COT 2020,5852
19970,16178,Sat Sep 26 09:12:03 COT 2020,5852
19971,16178,Sat Sep 26 09:12:03 COT 2020,14074
19971,16178,Sat Sep 26 09:12:03 COT 2020,14074
19972,16178,Sat Sep 26 09:12:03 COT 2020,15700
19972,16178,Sat Sep 26 09:12:03 COT 2020,15700
19973,16178,Sat Sep 26 09:12:03 COT 2020,1340
19973,16178,Sat Sep 26 09:12:03 COT 2020,1340
19974,16178,Sat Sep 26 09:12:03 COT 2020,2016
19974,16178,Sat Sep 26 09:12:03 COT 2020,2016
19974,16178,Sat Sep 26 09:12:03 COT 2020,2016
19974,16178,Sat Sep 26 09:12:03 COT 2020,2016
19975,16178,Sat Sep 26 09:12:03 COT 2020,2016
19975,16178,Sat Sep 26 09:12:03 COT 2020,2016
19975,16178,Sat Sep 26 09:12:03 COT 2020,2016
19975,16178,Sat Sep 26 09:12:03 COT 2020,2016
19976,16178,Sat Sep 26 09:12:03 COT 2020,19255
19976,16178,Sat Sep 26 09:12:03 COT 2020,19255
19977,16178,Sat Sep 26 09:12:03 COT 2020,8576
19977,16178,Sat Sep 26 09:12:03 COT 2020,8576
19978,16178,Sat Sep 26 09:12:03 COT 2020,10054
19978,16178,Sat Sep 26 09:12:03 COT 2020,10054
19979,16178,Sat Sep 26 09:12:03 COT 2020,1090
19979,16178,Sat Sep 26 09:12:03 COT 2020,1090
19980,16178,Sat Sep 26 09:12:03 COT 2020,2590
19980,16178,Sat Sep 26 09:12:03 COT 2020,2590
19981,16178,Sat Sep 26 09:12:03 COT 2020,3528
19981,16178,Sat Sep 26 09:12:03 COT 2020,3528
19982,16178,Sat Sep 26 09:12:03 COT 2020,9405
19982,16178,Sat Sep 26 09:12:03 COT 2020,9405
19983,16178,Sat Sep 26 09:12:03 COT 2020,8540
19983,16178,Sat Sep 26 09:12:03 COT 2020,13670
19983,16178,Sat Sep 26 09:12:03 COT 2020,8540
19983,16178,Sat Sep 26 09:12:03 COT 2020,13670
19984,16178,Sat Sep 26 09:12:03 COT 2020,6989
19984,16178,Sat Sep 26 09:12:03 COT 2020,6989
19985,16178,Sat Sep 26 09:12:03 COT 2020,15619
19985,16178,Sat Sep 26 09:12:03 COT 2020,15619
19986,16178,Sat Sep 26 09:12:03 COT 2020,12420
19986,16178,Sat Sep 26 09:12:03 COT 2020,12420
19987,16178,Sat Sep 26 09:12:03 COT 2020,19469
19987,16178,Sat Sep 26 09:12:03 COT 2020,19469
19988,16178,Sat Sep 26 09:12:03 COT 2020,13759
19988,16178,Sat Sep 26 09:12:03 COT 2020,13759
19989,16178,Sat Sep 26 09:12:03 COT 2020,14640
19989,16178,Sat Sep 26 09:12:03 COT 2020,14640
19990,16178,Sat Sep 26 09:12:03 COT 2020,13089
19990,16178,Sat Sep 26 09:12:03 COT 2020,13089
19991,16178,Sat Sep 26 09:12:03 COT 2020,4077
19991,16178,Sat Sep 26 09:12:03 COT 2020,4077
19992,16178,Sat Sep 26 09:12:03 COT 2020,7359
19992,16178,Sat Sep 26 09:12:03 COT 2020,6324
19992,16178,Sat Sep 26 09:12:03 COT 2020,7359
19992,16178,Sat Sep 26 09:12:03 COT 2020,6324
19993,16178,Sat Sep 26 09:12:03 COT 2020,19687
19993,16178,Sat Sep 26 09:12:03 COT 2020,19687
19993,16178,Sat Sep 26 09:12:03 COT 2020,19687
19993,16178,Sat Sep 26 09:12:03 COT 2020,19687
19994,16178,Sat Sep 26 09:12:03 COT 2020,19687
19994,16178,Sat Sep 26 09:12:03 COT 2020,19687
19994,16178,Sat Sep 26 09:12:03 COT 2020,19687
19994,16178,Sat Sep 26 09:12:03 COT 2020,19687
19995,16178,Sat Sep 26 09:12:03 COT 2020,13472
19995,16178,Sat Sep 26 09:12:03 COT 2020,13472
19996,16178,Sat Sep 26 09:12:03 COT 2020,4755
19996,16178,Sat Sep 26 09:12:03 COT 2020,4755
19996,16178,Sat Sep 26 09:12:03 COT 2020,4755
19996,16178,Sat Sep 26 09:12:03 COT 2020,4755
19997,16178,Sat Sep 26 09:12:03 COT 2020,4755
19997,16178,Sat Sep 26 09:12:03 COT 2020,4755
19997,16178,Sat Sep 26 09:12:03 COT 2020,4755
19997,16178,Sat Sep 26 09:12:03 COT 2020,4755
19998,16178,Sat Sep 26 09:12:03 COT 2020,12983
19998,16178,Sat Sep 26 09:12:03 COT 2020,8412
19998,16178,Sat Sep 26 09:12:03 COT 2020,8412
19998,16178,Sat Sep 26 09:12:03 COT 2020,12983
19998,16178,Sat Sep 26 09:12:03 COT 2020,8412
19998,16178,Sat Sep 26 09:12:03 COT 2020,8412
19999,16178,Sat Sep 26 09:12:03 COT 2020,12421
19999,16178,Sat Sep 26 09:12:03 COT 2020,12421
20000,16178,Sat Sep 26 09:12:03 COT 2020,18735
20000,16178,Sat Sep 26 09:12:03 COT 2020,18735
20001,16178,Sat Sep 26 09:12:03 COT 2020,11245
20001,16178,Sat Sep 26 09:12:03 COT 2020,11245
20001,16178,Sat Sep 26 09:12:03 COT 2020,11245
20001,16178,Sat Sep 26 09:12:03 COT 2020,11245
20002,16178,Sat Sep 26 09:12:03 COT 2020,11245
20002,16178,Sat Sep 26 09:12:03 COT 2020,11245
20002,16178,Sat Sep 26 09:12:03 COT 2020,11245
20002,16178,Sat Sep 26 09:12:03 COT 2020,11245
20003,16178,Sat Sep 26 09:12:03 COT 2020,1004
20003,16178,Sat Sep 26 09:12:03 COT 2020,1004
20004,16178,Sat Sep 26 09:12:03 COT 2020,5258
20004,16178,Sat Sep 26 09:12:03 COT 2020,5258
20005,16178,Sat Sep 26 09:12:03 COT 2020,10851
20005,16178,Sat Sep 26 09:12:03 COT 2020,10851
20005,16178,Sat Sep 26 09:12:03 COT 2020,10851
20005,16178,Sat Sep 26 09:12:03 COT 2020,10851
20006,16178,Sat Sep 26 09:12:03 COT 2020,10851
20006,16178,Sat Sep 26 09:12:03 COT 2020,10851
20006,16178,Sat Sep 26 09:12:03 COT 2020,10851
20006,16178,Sat Sep 26 09:12:03 COT 2020,10851
20007,16178,Sat Sep 26 09:12:03 COT 2020,11158
20007,16178,Sat Sep 26 09:12:03 COT 2020,11158
20008,16178,Sat Sep 26 09:12:03 COT 2020,5322
20008,16178,Sat Sep 26 09:12:03 COT 2020,5322
20009,16178,Sat Sep 26 09:12:03 COT 2020,8659
20009,16178,Sat Sep 26 09:12:03 COT 2020,8659
20010,16178,Sat Sep 26 09:12:03 COT 2020,8127
20010,16178,Sat Sep 26 09:12:03 COT 2020,8127
20011,16178,Sat Sep 26 09:12:03 COT 2020,3180
20011,16178,Sat Sep 26 09:12:03 COT 2020,3180
20012,16178,Sat Sep 26 09:12:03 COT 2020,9941
20012,16178,Sat Sep 26 09:12:03 COT 2020,9941
20013,16178,Sat Sep 26 09:12:03 COT 2020,13751
20013,16178,Sat Sep 26 09:12:03 COT 2020,13751
20014,16178,Sat Sep 26 09:12:03 COT 2020,11425
20014,16178,Sat Sep 26 09:12:03 COT 2020,11425
20015,16178,Sat Sep 26 09:12:03 COT 2020,6352
20015,16178,Sat Sep 26 09:12:03 COT 2020,6352
20016,16178,Sat Sep 26 09:12:03 COT 2020,9431
20016,16178,Sat Sep 26 09:12:03 COT 2020,17293
20016,16178,Sat Sep 26 09:12:03 COT 2020,9431
20016,16178,Sat Sep 26 09:12:03 COT 2020,17293
20017,16178,Sat Sep 26 09:12:03 COT 2020,4255
20017,16178,Sat Sep 26 09:12:03 COT 2020,4255
20018,16178,Sat Sep 26 09:12:03 COT 2020,15442
20018,16178,Sat Sep 26 09:12:03 COT 2020,15442
